airport_icao,airport_iata,airport_name,airport_city,country_code,match_status,country_name
LHSN,,Szolnok Air Base,Szolnok,HU,Matched,Hungary
LHTA,,Taszár Air Base,Taszár,HU,Matched,Hungary
LHTL,,Tököl Airport,Tököl,HU,Matched,Hungary
LIBA,,Amendola Air Base,San Giovanni Rotondo (FG),IT,Matched,Italy
LIBC,CRV,Crotone Sant'Anna Pythagoras Airport,Isola di Capo Rizzuto (KR),IT,Matched,Italy
LIBD,BRI,Bari Karol Wojtyła International Airport,Bari,IT,Matched,Italy
LIBF,FOG,Foggia Gino Lisa Airport,Foggia (FG),IT,Matched,Italy
LIBG,TAR,Taranto-Grottaglie Marcello Arlotta Airport,Grottaglie,IT,Matched,Italy
LIBN,LCC,Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,Galatina (LE),IT,Matched,Italy
LIBP,PSR,Abruzzo Airport,Pescara,IT,Matched,Italy
LIBR,BDS,Brindisi Airport,Brindisi,IT,Matched,Italy
LIBV,,Gioia del Colle Antonio Ramirez Air Base,Gioia del Colle (BA),IT,Matched,Italy
LICA,SUF,Lamezia Terme Sant'Eufemia International Airport,Lamezia Terme (CZ),IT,Matched,Italy
LICB,CIY,Comiso Airport,Comiso,IT,Matched,Italy
LICC,CTA,Catania-Fontanarossa Airport,Catania,IT,Matched,Italy
LICD,LMP,Lampedusa Airport,Lampedusa,IT,Matched,Italy
LICG,PNL,Pantelleria Airport,Pantelleria (TP),IT,Matched,Italy
LICJ,PMO,Falcone–Borsellino Airport,Palermo,IT,Matched,Italy
LICP,,Palermo-Boccadifalco Airport,Palermo,IT,Matched,Italy
LICR,REG,Reggio Calabria Airport,Reggio Calabria,IT,Matched,Italy
LICT,TPS,Vincenzo Florio Airport Trapani-Birgi,Trapani (TP),IT,Matched,Italy
LICZ,,Sigonella Navy Air Base,Sigonella (CT),IT,Matched,Italy
LIDT,,Trento-Mattarello Airport,Trento (TN),IT,Matched,Italy
LIEA,AHO,Alghero-Fertilia Airport,Alghero,IT,Matched,Italy
LIED,DCI,Decimomannu Air Base,Decimomannu,IT,Matched,Italy
LIEE,CAG,Cagliari Elmas Airport,Cagliari,IT,Matched,Italy
LIEO,OLB,Olbia Costa Smeralda Airport,Olbia (SS),IT,Matched,Italy
LIET,,Tortolì Airport,Arbatax,IT,Matched,Italy
LILE,,Biella-Cerrione Airfield,Cerrione (BI),IT,Matched,Italy
LILI,,Vercelli Airport,Vercelli (VC),IT,Matched,Italy
LILN,,Varese-Venegono Airport,Venegono Superiore (VA),IT,Matched,Italy
LIMA,,Torino-Aeritalia Airport,Torino (TO),IT,Matched,Italy
LIMC,MXP,Milan Malpensa International Airport,Ferno (VA),IT,Matched,Italy
LIME,BGY,Il Caravaggio International Airport,Orio al Serio (BG),IT,Matched,Italy
LIMF,TRN,Turin Airport,Caselle Torinese (TO),IT,Matched,Italy
LIMG,,Riviera Villanova d'Albenga International Airport,Villanova d'Albenga (SV),IT,Matched,Italy
LIMJ,GOA,Genoa Cristoforo Colombo Airport,Genova (GE),IT,Matched,Italy
LIML,LIN,Milano Linate Airport,Segrate (MI),IT,Matched,Italy
LIMN,,Cameri Air Base,Cameri (NO),IT,Matched,Italy
LIMP,PMF,Parma Airport,Parma (PR),IT,Matched,Italy
LIMR,,Novi Ligure Eugenio Mossi Airfield,Novi Ligure (AL),IT,Matched,Italy
LIMS,,Piacenza San Damiano Air Base,San Damiano (PC),IT,Matched,Italy
LIMW,AOT,Aosta Corrado Gex Airport,Saint-Christophe (AO),IT,Matched,Italy
LIMZ,CUF,Cuneo International Airport,Levaldigi (CN),IT,Matched,Italy
LIPA,AVB,Aviano Air Base,Aviano (PN),IT,Matched,Italy
LIPB,BZO,Bolzano Airport,Bolzano (BZ),IT,Matched,Italy
LIPC,,Cervia Air Base,Cervia (RA),IT,Matched,Italy
LIPE,BLQ,Bologna Guglielmo Marconi Airport,Bologna,IT,Matched,Italy
LIPH,TSF,Treviso Airport,Treviso (TV),IT,Matched,Italy
LIPI,,Udine-Rivolto Air Base,Codroipo (UD),IT,Matched,Italy
LIPK,FRL,Forlì-Luigi Ridolfi International Airport,Forlì (FC),IT,Matched,Italy
LIPL,,Ghedi Air Base,Ghedi (BS),IT,Matched,Italy
LIPO,VBS,Brescia Gabriele d'Annunzio Airport,Montichiari (BS),IT,Matched,Italy
LIPQ,TRS,Trieste Airport,Ronchi dei Legionari/Trieste,IT,Matched,Italy
LIPR,RMI,Federico Fellini International Airport,Rimini (RN),IT,Matched,Italy
LIPS,,Istrana Air Base,Istrana (TV),IT,Matched,Italy
LIPU,,Padova Gino Allegri Airfield,Padova (PD),IT,Matched,Italy
LIPX,VRN,Verona Villafranca Valerio Catullo Airport,Caselle (VR),IT,Matched,Italy
LIPY,AOI,Marche Airport,Falconara Marittima (AN),IT,Matched,Italy
LIPZ,VCE,Venice Marco Polo Airport,Venezia (VE),IT,Matched,Italy
LIQS,,Siena-Ampugnano Airport,Ampugnano (SI),IT,Matched,Italy
LIQW,,Sarzana-Luni Bartolomeo Arrigoni Airport,Sarzana (SP),IT,Matched,Italy
LIRA,CIA,Ciampino–G. B. Pastine International Airport,Rome,IT,Matched,Italy
LIRE,,Pratica di Mare Air Base,Pomezia (RM),IT,Matched,Italy
LIRF,FCO,Rome–Fiumicino Leonardo da Vinci International Airport,Rome,IT,Matched,Italy
LIRG,,Guidonia Air Base,Guidonia (RM),IT,Matched,Italy
LIRI,QSR,Salerno Costa d'Amalfi Airport,Salerno,IT,Matched,Italy
LIRJ,EBA,Marina di Campo Airport,Campo nell'Elba (LI),IT,Matched,Italy
LIRL,,Latina Air Base,Latina,IT,Matched,Italy
LIRM,,Grazzanise Air Base,Caserta,IT,Matched,Italy
LIRN,NAP,Naples International Airport,Napoli,IT,Matched,Italy
LIRP,PSA,Pisa International Airport,Pisa (PI),IT,Matched,Italy
LIRQ,FLR,"Florence Airport, Peretola",Firenze (FI),IT,Matched,Italy
LIRS,GRS,Grosseto Corrado Baccarini Air Base / Grosseto Airport,Grosseto (GR),IT,Matched,Italy
LIRU,,Rome Urbe Airport,Rome,IT,Matched,Italy
LIRV,,Viterbo Airport,Viterbo,IT,Matched,Italy
LIRZ,PEG,Perugia San Francesco d'Assisi – Umbria International Airport,Perugia (PG),IT,Matched,Italy
LJCE,,Cerklje ob Krki Air Base,Cerklje ob Krki,SI,Matched,Slovenia
LJLJ,LJU,Ljubljana Jože Pučnik Airport,Zgornji Brnik,SI,Matched,Slovenia
LJMB,MBX,Maribor Edvard Rusjan Airport,Maribor,SI,Matched,Slovenia
LJPZ,POW,Portorož Airport,Sečovlje,SI,Matched,Slovenia
LKCV,,Čáslav Air Base,Chotusice,CZ,Matched,Czechia
LKKB,,Prague–Kbely Air Base,Prague,CZ,Matched,Czechia
LKKU,UHE,Kunovice Airport,Uherské Hradiště,CZ,Matched,Czechia
LKKV,KLV,Karlovy Vary Airport,Karlovy Vary,CZ,Matched,Czechia
LKLN,,Plzeň-Líně Airport,Plzen,CZ,Matched,Czechia
LKMT,OSR,Leoš Janáček Airport Ostrava,Mošnov,CZ,Matched,Czechia
LKNA,,Náměšť Air Base,Sedlec,CZ,Matched,Czechia
LKPD,PED,Pardubice Airport,Pardubice,CZ,Matched,Czechia
LKPO,PRV,Přerov Air Base,Přerov,CZ,Matched,Czechia
LKPR,PRG,Václav Havel Airport Prague,Prague,CZ,Matched,Czechia
LKTB,BRQ,Brno-Tuřany Airport,Brno,CZ,Matched,Czechia
LKVO,VOD,Vodochody Airport,Vodochody,CZ,Matched,Czechia
LLBG,TLV,Ben Gurion International Airport,Tel Aviv,IL,Matched,Israel
LLEK,,Tel Nof Air Base,Rehovot,IL,Matched,Israel
LLER,ETM,Ramon International Airport,Eilat,IL,Matched,Israel
LLHA,HFA,Uri Michaeli Haifa International Airport,Haifa,IL,Matched,Israel
LLIB,RPN,Rosh Pina Airport,Rosh Pina,IL,Matched,Israel
LLMZ,MTZ,Bar Yehuda Airfield,Masada,IL,Matched,Israel
LLNV,VTM,Nevatim Air Base,Beersheba,IL,Matched,Israel
LLRD,,Ramat David Air Base,Haifa,IL,Matched,Israel
LLRM,,Ramon Air Base,Beersheba,IL,Matched,Israel
LMML,MLA,Malta International Airport,Valletta,MT,Matched,Malta
LOAN,,Wiener Neustadt East Airport,Wiener Neustadt,AT,Matched,Austria
LOWG,GRZ,Graz Airport,Feldkirchen bei Graz,AT,Matched,Austria
LOWI,INN,Innsbruck Airport,Innsbruck,AT,Matched,Austria
LOWK,KLU,Klagenfurt Airport,Klagenfurt am Wörthersee,AT,Matched,Austria
LOWL,LNZ,Linz-Hörsching Airport,Linz,AT,Matched,Austria
LOWS,SZG,Salzburg Airport,Salzburg,AT,Matched,Austria
LOWW,VIE,Vienna International Airport,Vienna,AT,Matched,Austria
LOXZ,,Hinterstoisser Air Base,Zeltweg,AT,Matched,Austria
LPAR,,Alverca Air Base,Vila Franca de Xira,PT,Matched,Portugal
LPAZ,SMA,Santa Maria Airport,Vila do Porto,PT,Matched,Portugal
LPBG,BGC,Bragança Airport,Bragança,PT,Matched,Portugal
LPBJ,BYJ,Beja Airport / Airbase,Beja,PT,Matched,Portugal
LPBR,,Braga Municipal Aerodrome,Braga,PT,Matched,Portugal
LPCB,,Aerodromo de Castelo Branco,Castelo Branco,PT,Matched,Portugal
LPCO,,Aerodromo Municipal de Coimbra,Coimbra,PT,Matched,Portugal
LPCS,CAT,Cascais Airport,Cascais,PT,Matched,Portugal
LPEV,,Évora Airfield,Évora,PT,Matched,Portugal
LPFR,FAO,Faro - Gago Coutinho International Airport,Faro,PT,Matched,Portugal
LPMA,FNC,Cristiano Ronaldo International Airport,Funchal,PT,Matched,Portugal
LPMR,,Monte Real Air Base,,PT,Matched,Portugal
LPMT,,Montijo Air Base,Montijo,PT,Matched,Portugal
LPOV,,Ovar Air Base,Ovar,PT,Matched,Portugal
LPPD,PDL,João Paulo II Airport,Ponta Delgada,PT,Matched,Portugal
LPPM,PRM,Portimão Airport,Portimão,PT,Matched,Portugal
LPPR,OPO,Francisco de Sá Carneiro Airport,Porto,PT,Matched,Portugal
LPPS,PXO,Porto Santo Airport,Vila Baleira,PT,Matched,Portugal
LPPT,LIS,Lisbon Humberto Delgado Airport,Lisbon,PT,Matched,Portugal
LPSO,,Aeródromo Municipal de Ponte de Sor,Ponte de Sor,PT,Matched,Portugal
LPST,,Sintra Air Base,Sintra,PT,Matched,Portugal
LPTN,,Tancos Airbase,Tancos,PT,Matched,Portugal
LPVL,,Vilar de Luz Airfield,Maia,PT,Matched,Portugal
LPVR,VRL,Vila Real Airport,Vila Real,PT,Matched,Portugal
LPVZ,VSE,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,PT,Matched,Portugal
LQBK,BNX,Banja Luka International Airport,Mahovljani,BA,Matched,Bosnia and Herzegovina
LQMO,OMO,Mostar International Airport,Mostar,BA,Matched,Bosnia and Herzegovina
LQTZ,TZL,Tuzla International Airport,Dubrave Gornje,BA,Matched,Bosnia and Herzegovina
LR79,,Ianca Airfield,Ianca,RO,Matched,Romania
LR80,,Feteşti Borcea Air Base,Borcea,RO,Matched,Romania
LR82,,Boboc Air Base,Boboc,RO,Matched,Romania
LRAR,ARW,Arad International Airport,Arad,RO,Matched,Romania
LRBC,BCM,Bacău George Enescu International  Airport,Bacău,RO,Matched,Romania
LRBM,BAY,Maramureș International Airport,Tăuții-Măgherăuș,RO,Matched,Romania
LRBS,BBU,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest,RO,Matched,Romania
LRCK,CND,Mihail Kogălniceanu International Airport,Constanța,RO,Matched,Romania
LRCL,CLJ,Avram Iancu Cluj International Airport,Cluj-Napoca,RO,Matched,Romania
LRCS,CSB,Caransebeş Airport,Caransebeş,RO,Matched,Romania
LRCT,,Câmpia Turzii Air Base,Câmpia Turzii,RO,Matched,Romania
LRCV,CRA,Craiova International Airport,Craiova,RO,Matched,Romania
LRIA,IAS,Iaşi International Airport,Iaşi,RO,Matched,Romania
LROD,OMR,Oradea International Airport,Oradea,RO,Matched,Romania
LROP,OTP,Bucharest Henri Coandă International Airport,Otopeni,RO,Matched,Romania
LROV,,,,,Unmatched,Unknown
LRSB,SBZ,Sibiu International Airport,Sibiu,RO,Matched,Romania
LRSM,SUJ,Satu Mare International Airport,Satu Mare,RO,Matched,Romania
LRSV,SCV,Suceava Ștefan cel Mare International Airport,Suceava,RO,Matched,Romania
LRTC,TCE,Tulcea Danube Delta Airport,Mihail Kogălniceanu,RO,Matched,Romania
LRTM,TGM,Târgu Mureş Transilvania International Airport,Recea,RO,Matched,Romania
LRTR,TSR,Timișoara Traian Vuia International Airport,Timişoara,RO,Matched,Romania
LSGC,,Les Eplatures Airport,La Chaux-de-Fonds,CH,Matched,Switzerland
LSGG,GVA,Geneva International Airport,Geneva,CH,Matched,Switzerland
LSGS,SIR,Sion Airport,Sion,CH,Matched,Switzerland
LSMA,,Alpnach Air Base,Alpnach,CH,Matched,Switzerland
LSMD,,Dübendorf Air Base,Zurich,CH,Matched,Switzerland
LSME,EML,Emmen Air Base,Emmen,CH,Matched,Switzerland
LSMP,VIP,Payerne Air Base,Payerne,CH,Matched,Switzerland
LSZA,LUG,Lugano Airport,Agno,CH,Matched,Switzerland
LSZB,BRN,Bern Airport,Bern,CH,Matched,Switzerland
LSZG,,Grenchen Airfield,Grenchen,CH,Matched,Switzerland
LSZH,ZRH,Zürich Airport,Zurich,CH,Matched,Switzerland
LSZR,ACH,Sankt Gallen Altenrhein Airport,St. Gallen,CH,Matched,Switzerland
LSZS,SMV,Engadin Airport,Samedan,CH,Matched,Switzerland
LTAC,ESB,Esenboğa International Airport,Ankara,TR,Matched,Türkiye
LTAD,ANK,Etimesgut Air Base,Ankara,TR,Matched,Türkiye
LTAE,,Akıncı Air Base,Ankara,TR,Matched,Türkiye
LTAF,ADA,Adana Şakirpaşa Airport,Seyhan,TR,Matched,Türkiye
LTAG,UAB,İncirlik Air Base,Sarıçam,TR,Matched,Türkiye
LTAH,AFY,Afyon Air Base,Afyonkarahisar,TR,Matched,Türkiye
LTAI,AYT,Antalya International Airport,Antalya,TR,Matched,Türkiye
LTAL,KFS,Kastamonu Airport,Kastamonu,TR,Matched,Türkiye
LTAN,KYA,Konya Airport,Konya,TR,Matched,Türkiye
LTAS,ONQ,Zonguldak Çaycuma Airport,Zonguldak,TR,Matched,Türkiye
LTAT,MLX,Malatya Erhaç Airport,Malatya,TR,Matched,Türkiye
LTAV,,Sivrihisar Airport,Sivrihisar,TR,Matched,Türkiye
LTAW,TJK,Tokat Airport,Tokat,TR,Matched,Türkiye
LTAY,DNZ,Çardak Airport,Denizli,TR,Matched,Türkiye
LTBA,ISL,İstanbul Atatürk Airport,Istanbul(Bakırköy),TR,Matched,Türkiye
LTBF,BZI,Balıkesir Airport,Balıkesir,TR,Matched,Türkiye
LTBG,BDM,Bandırma Airport,Bandırma,TR,Matched,Türkiye
LTBH,CKZ,Çanakkale Airport,Çanakkale,TR,Matched,Türkiye
LTBI,ESK,Eskişehir Air Base,Eskişehir,TR,Matched,Türkiye
LTBJ,ADB,Adnan Menderes International Airport,Gaziemir,TR,Matched,Türkiye
LTBL,IGL,Çiğli Airbase,Çiğli,TR,Matched,Türkiye
LTBO,USQ,Uşak Airport,Uşak,TR,Matched,Türkiye
LTBQ,KCO,Cengiz Topel Airport,Kartepe,TR,Matched,Türkiye
LTBR,YEI,Bursa Yenişehir Airport,Yenişehir,TR,Matched,Türkiye
LTBS,DLM,Dalaman International Airport,Dalaman,TR,Matched,Türkiye
LTBT,,Akhisar Airport / Akhisar Air Base,Akhisar,TR,Matched,Türkiye
LTBU,TEQ,Tekirdağ Çorlu Airport,Çorlu,TR,Matched,Türkiye
LTBX,,İstanbul Samandıra Army Air Base,"Ümraniye, Istanbul",TR,Matched,Türkiye
LTBY,AOE,Hasan Polatkan Airport,Eskişehir,TR,Matched,Türkiye
LTCA,EZS,Elazığ Airport,Elazığ,TR,Matched,Türkiye
LTCB,OGU,Ordu–Giresun Airport,Ordu,TR,Matched,Türkiye
LTCC,DIY,Diyarbakır Airport,Diyarbakır,TR,Matched,Türkiye
LTCD,ERC,Erzincan Airport,Erzincan,TR,Matched,Türkiye
LTCE,ERZ,Erzurum International Airport,Erzurum,TR,Matched,Türkiye
LTCF,KSY,Kars Airport,Kars,TR,Matched,Türkiye
LTCG,TZX,Trabzon International Airport,Trabzon,TR,Matched,Türkiye
LTCI,VAN,Van Ferit Melen Airport,Van,TR,Matched,Türkiye
LTCK,MSR,Muş Airport,Muş,TR,Matched,Türkiye
LTCM,NOP,Sinop Airport,Sinop,TR,Matched,Türkiye
LTCN,KCM,Kahramanmaraş Airport,Kahramanmaraş,TR,Matched,Türkiye
LTCO,AJI,Ağrı Airport,Ağrı,TR,Matched,Türkiye
LTCT,IGD,Iğdır Airport,Iğdır,TR,Matched,Türkiye
LTCW,YKO,Hakkari Yüksekova Airport,Hakkari,TR,Matched,Türkiye
LTDA,HTY,Hatay Airport,Antakya,TR,Matched,Türkiye
LTFC,ISE,Süleyman Demirel International Airport,Isparta,TR,Matched,Türkiye
LTFD,EDO,Balıkesir Koca Seyit Airport,Edremit,TR,Matched,Türkiye
LTFE,BJV,Milas Bodrum International Airport,Bodrum,TR,Matched,Türkiye
LTFG,GZP,Gazipaşa-Alanya Airport,Gazipaşa,TR,Matched,Türkiye
LTFH,SZF,Samsun-Çarşamba Airport,Samsun,TR,Matched,Türkiye
LTFJ,SAW,Istanbul Sabiha Gökçen International Airport,"Pendik, Istanbul",TR,Matched,Türkiye
LTFM,IST,İstanbul Airport,Istanbul,TR,Matched,Türkiye
LUCH,,Cahul International Airport,Cahul,MD,Matched,Unknown
LUKK,RMO,Chişinău International Airport,Chişinău,MD,Matched,Unknown
LWSK,SKP,Skopje International Airport,Ilinden,MK,Matched,North Macedonia
LXGB,GIB,Gibraltar Airport,Gibraltar,GI,Matched,Unknown
LY88,,,,,Unmatched,Unknown
LYBE,BEG,Belgrade Nikola Tesla Airport,Belgrade,RS,Matched,Serbia
LYBT,BJY,Batajnica Air Base,Zemun,RS,Matched,Serbia
LYKV,KVO,Morava Airport,Kraljevo,RS,Matched,Serbia
LYNI,INI,Niš Constantine the Great Airport,Niš,RS,Matched,Serbia
LYPG,TGD,Podgorica Airport / Podgorica Golubovci Airbase,Podgorica,ME,Matched,Montenegro
LYTV,TIV,Tivat Airport,Tivat,ME,Matched,Montenegro
LZIB,BTS,M. R. Štefánik Airport,Bratislava,SK,Matched,Slovakia
LZKZ,KSC,Košice International Airport,Košice,SK,Matched,Slovakia
LZMC,,Malacky/Kuchyňa Air Base,Kuchyňa,SK,Matched,Slovakia
LZPP,PZY,Piešťany Airport,Piešťany,SK,Matched,Slovakia
LZSL,SLD,Sliač Airport,Sliač,SK,Matched,Slovakia
LZTT,TAT,Poprad-Tatry Airport,Poprad,SK,Matched,Slovakia
LZZI,ILZ,Žilina-Dolný Hričov Airport,Dolný Hričov,SK,Matched,Slovakia
OEDF,DMM,King Fahd International Airport,Ad Dammam,SA,Matched,Saudi Arabia
OEGT,URY,Gurayat Domestic Airport,Gurayat,SA,Matched,Saudi Arabia
OEJB,,Jubail Airport,Jubail,SA,Matched,Saudi Arabia
OEPA,AQI,Qaisumah–Hafar Al-Batin International Airport,Qaisumah,SA,Matched,Saudi Arabia
OERM,,Ras Mishab Airport,Al Mishab,SA,Matched,Saudi Arabia
OERR,RAE,Arar Domestic Airport,Arar,SA,Matched,Saudi Arabia
OERT,,Ras Tanura Airport,Ras Tanura,SA,Matched,Saudi Arabia
OETN,,Ras Tanajib Airport,As Saffaniyah,SA,Matched,Saudi Arabia
OETR,TUI,Turaif Domestic Airport,Turaif,SA,Matched,Saudi Arabia
OIAA,ABD,Abadan Ayatollah Jami International Airport,Abadan,IR,Matched,Unknown
OIAM,MRX,Mahshahr Airport,Mahshahr,IR,Matched,Unknown
OIAW,AWZ,Qasem Soleimani International Airport,Ahvaz,IR,Matched,Unknown
OITU,IMQ,Maku National Airport,Showt,IR,Matched,Unknown
OJAI,AMM,Queen Alia International Airport,Amman,JO,Matched,Unknown
OJAM,ADJ,Marka International (Amman Civil) Airport,Amman,JO,Matched,Unknown
OJAQ,AQJ,King Hussein International Airport,Aqaba,JO,Matched,Unknown
OJMS,,Muwaffaq Salti Air Base,Al Azraq,JO,Matched,Unknown
OKAJ,XIJ,Ahmed Al Jaber Air Base,Ahmed Al Jaber AB,KW,Matched,Kuwait
OKAS,,Ali Al Salem Air Base,Al Damaikhi,KW,Matched,Kuwait
OKBK,,,,,Unmatched,Unknown
OLBA,BEY,Beirut Rafic Hariri International Airport,Beirut,LB,Matched,Unknown
OLKA,KYE,Rene Mouawad Air Base,Tripoli,LB,Matched,Unknown
OLRA,,Rayak Air Base,Rayak,LB,Matched,Unknown
ORBI,BGW,Baghdad International Airport / New Al Muthana Air Base,Baghdad,IQ,Matched,Unknown
ORMM,BSR,Basra International Airport,Basra,IQ,Matched,Unknown
ORSU,ISU,Jalal Talabani International Airport,Sulaymaniyah,IQ,Matched,Unknown
OS57,,Abu ad Duhur Air Base,Abu ad Duhur,SY,Matched,Unknown
OS64,,An Nasiriyah Air Base,,SY,Matched,Unknown
OS69,,Khalkhalah Air Base,Buraq,SY,Matched,Unknown
OS70,,Al Qusayr Air Base,Al-Qusayr,SY,Matched,Unknown
OSAP,ALP,Aleppo International Airport,Aleppo,SY,Matched,Unknown
OSDI,DAM,Damascus International Airport,Damascus,SY,Matched,Unknown
OSLK,LTK,Latakia International Airport,Latakia,SY,Matched,Unknown
OSPR,PMS,Palmyra Airport,Tadmur,SY,Matched,Unknown
RU-0001,,Levashovo Air Base,St. Petersburg,RU,Matched,Russia
RU-0015,,Khotilovo Air Base,Bologoye,RU,Matched,Russia
RU-0016,,Lipetsk Air Base,Lipetsk,RU,Matched,Russia
RU-0028,,Kaliningrad Chkalovsk Naval Air Base,Kaliningrad,RU,Matched,Russia
RU-0035,,,,,Unmatched,Unknown
RU-0043,,Mius Airport,Sarov,RU,Matched,Russia
RU-0060,,Chernyakhovsk Naval Air Base,Chernyakhovsk,RU,Matched,Russia
RU-0064,,Ostrov Naval Air Base,Ostrov,RU,Matched,Russia
RU-0065,,Pribylovo Naval Air Base,Pribilovo,RU,Matched,Russia
RU-0128,,Budyonnovsk Air Base,Budyonnovsk,RU,Matched,Russia
RU-0152,,Mozdok Air Base,Mozdok,RU,Matched,Russia
RU-0217,,Sormovo Airfield,Nizhniy Novgorod,RU,Matched,Russia
RU-0240,,Seshcha Air Base,Dubrovka,RU,Matched,Russia
RU-0303,,Privolzhskiy Air Base,Astrakhan,RU,Matched,Russia
RU-0764,,Kubinka Air Base,Kubinka,RU,Matched,Russia
RU-3686,,Oreshkovo Airfield,Kaluga,RU,Matched,Russia
RU-3709,,Bagay-Baranovka Air Base,Sennoy,RU,Matched,Russia
RU-4609,,Shatalovo Air Base,Pochinok,RU,Matched,Russia
RU-5376,,Smuravyovo Air Base,Gdov,RU,Matched,Russia
RU-5672,,Ivanovo North Air Base,Ivanovo,RU,Matched,Russia
RU-6687,,Michurinsk Air Base,Michurinsk,RU,Matched,Russia
RU-8602,,Engels Air Base,Saratov,RU,Matched,Russia
RU-8709,,Dorokhovo Air Base,Bezhetsk,RU,Matched,Russia
RU-9345,,Krechevitsy Air Base,Novgorod,RU,Matched,Russia
RU-9937,,Rzhev Air Base,Rzhev,RU,Matched,Russia
RU-9942,,Shaykovka Air Base,Kirov,RU,Matched,Russia
TR-0004,,Temelli Air Base,Polatlı,TR,Matched,Türkiye
TR-0021,,Çukurhisar Airport,Alpu,TR,Matched,Türkiye
TR-0028,,Keşan Air Base,Keşan,TR,Matched,Türkiye
TR-0044,,,,,Unmatched,Unknown
UA-0005,,Nizhyn Air Base,Nizhyn,UA,Matched,Ukraine
UA-0022,,Kacha Air Base,Kacha,UA,Matched,Ukraine
UA-0025,,Bila Tserkva Air Base,Bila Tserkva,UA,Matched,Ukraine
UA-0028,,Zhovtneve Air Base,Bolgrad,UA,Matched,Ukraine
UB13,,Khojaly Airport,Khojaly,AZ,Matched,Azerbaijan
UB14,,Kyurdamir Air Base,Kyurdamir,AZ,Matched,Azerbaijan
UBBG,GNJ,Ganja International Airport,Ganja,AZ,Matched,Azerbaijan
UBBN,NAJ,Nakhchivan International Airport,Nakhchivan,AZ,Matched,Azerbaijan
UBBQ,GBB,Gabala International Airport,Gabala,AZ,Matched,Azerbaijan
UBBY,ZTU,Zaqatala International Airport,Zaqatala,AZ,Matched,Azerbaijan
UDSG,LWN,Shirak International Airport,Gyumri,AM,Matched,Armenia
UDYE,,Erebuni Airport,Yerevan,AM,Matched,Armenia
UDYZ,EVN,Zvartnots International Airport,Yerevan,AM,Matched,Armenia
UG0U,,Gudauta Air Base,Gudauta,GE,Matched,Georgia
UG11,,Dollyar Air Base,Dollyar,AZ,Matched,Azerbaijan
UG22,,Tbilisi Marneuli Air Base,Tbilisi,GE,Matched,Georgia
UG24,,Tbilisi Soganlug Air Base,Tbilisi,GE,Matched,Georgia
UG27,,Vaziani Air Base,Gamarjveba 1,GE,Matched,Georgia
UG28,,Bolshiye Shiraki Air Base,Bolshiye Shiraki,GE,Matched,Georgia
UGAM,,Ambrolauri Airport,Ambrolauri,GE,Matched,Georgia
UGKO,KUT,David the Builder Kutaisi International Airport,Kopitnari,GE,Matched,Georgia
UGSB,BUS,Alexander Kartveli Batumi International Airport,Batumi,GE,Matched,Georgia
UGSS,SUI,Vladislav Ardzinba Sukhum International Airport,Sukhumi,GE,Matched,Georgia
UGTB,TBS,Tbilisi International Airport,Tbilisi,GE,Matched,Georgia
UKFB,UKS,Sevastopol International Airport / Belbek Air Base,Sevastopol,UA,Matched,Ukraine
UKFF,SIP,Simferopol International Airport,Simferopol,UA,Matched,Ukraine
UKFI,,Saky Air Base,Novofedorivka,UA,Matched,Ukraine
UKKO,,Ozerne Air Base,Zhytomyr,UA,Matched,Ukraine
UKLH,HMJ,Khmelnytskyi Airport,Khmelnytskyi,UA,Matched,Ukraine
UKLI,IFO,Ivano-Frankivsk International Airport,Ivano-Frankivsk,UA,Matched,Ukraine
UKLL,LWO,Lviv International Airport,Lviv,UA,Matched,Ukraine
UKLR,RWN,Rivne International Airport,Rivne,UA,Matched,Ukraine
UKLU,UDJ,Uzhhorod International Airport,Uzhhorod,UA,Matched,Ukraine
UKOH,KHE,Kherson International Airport,Kherson,UA,Matched,Ukraine
UKON,NLV,Mykolaiv International Airport [CLOSED],Mykolaiv,UA,Matched,Ukraine
UKOO,ODS,Odesa International Airport,Odesa,UA,Matched,Ukraine
ULAA,ARH,Talagi Airport,Archangelsk,RU,Matched,Russia
ULAH,VKV,Vaskovo Airport,Arkhangelsk,RU,Matched,Russia
ULAK,,,,,Unmatched,Unknown
ULBC,,,,,Unmatched,Unknown
ULKK,KSZ,Kotlas Airport,Kotlas,RU,Matched,Russia
ULLI,LED,Pulkovo Airport,St. Petersburg,RU,Matched,Russia
ULLP,,Pushkin Airport,St. Petersburg,RU,Matched,Russia
ULMM,MMK,Emperor Nicholas II Murmansk Airport,Murmansk,RU,Matched,Russia
ULNR,,,,,Unmatched,Unknown
ULOO,PKV,Princess Olga Pskov International Airport,Pskov,RU,Matched,Russia
ULPB,PES,Petrozavodsk Airport,Petrozavodsk,RU,Matched,Russia
ULPP,,Peski Airfield,Petrozavodsk,RU,Matched,Russia
ULWW,VGD,Vologda Airport,Vologda,RU,Matched,Russia
UMBB,BQT,Brest International Airport,Brest,BY,Matched,Belarus
UMGG,GME,Gomel Airport,Gomel,BY,Matched,Belarus
UMII,VTB,Vitebsk Vostochny Airport,Vitebsk,BY,Matched,Belarus
